year,subject,topic,exam,exercise,exercise_type
2018,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,isomería
2018,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opcion A,isomería
2018,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,reacciones orgánicas
2018,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opcion A,reacciones orgánicas
2018,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,reacciones orgánicas
2018,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,isomería
2018,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción B,isomería
2018,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,reacciones orgánicas
2018,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
2017,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,isomería
2017,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,isomería
2017,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,reacciones orgánicas
2017,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,reacciones orgánicas
2017,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,isomería
2017,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,reacciones orgánicas
2017,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,hidrocarburos
2017,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción B,reacciones orgánicas
2017,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,reacciones orgánicas
2016,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2016,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opcion A,reacciones orgánicas
2016,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,reacciones orgánicas
2016,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,isomería
2015,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,isomería
2015,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2015,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opcion A,isomería
2015,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opcion A,isomería
2015,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,reacciones orgánicas
2014,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,isomería
2014,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opcion A,isomería
2014,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,reacciones orgánicas
2014,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,reacciones orgánicas
2014,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
2013,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2013,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,isomería
2013,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,reacciones orgánicas
2013,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,isomería
2013,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
2012,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,isomería
2012,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opcion A,reacciones orgánicas
2012,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opcióon A,isomería
2012,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,isomería
2012,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
2011,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,isomería
2011,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,reacciones orgánicas
2011,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,isomería
2011,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,hidrocarburos
2011,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,hidrocarburos
2010,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,reacciones orgánicas
2010,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2010,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,isomería
2010,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opcion A,isomería
2010,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,isomería
2009,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2009,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opcion A,reacciones orgánicas
2009,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,isomería
2009,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,reacciones orgánicas
2009,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,reacciones orgánicas
2008,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,reacciones orgánicas
2008,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción B,isomería
2008,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,reacciones orgánicas
2008,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,isomería
2008,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,reacciones orgánicas
2007,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,hidrocarburos
2007,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,isomería
2007,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2007,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,isomería
2007,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,reacciones orgánicas
2006,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,reacciones orgánicas
2006,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opcion A,reacciones orgánicas
2006,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,isomería
2006,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
2005,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2005,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,reacciones orgánicas
2005,quimica,reactividad_organica,Reserva 2,Ejercicio 3 Opción B,hidrocarburos
2005,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opcióon A,reacciones orgánicas
2005,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,reacciones orgánicas
2005,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,isomería
2004,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2004,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,reacciones orgánicas
2004,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,hidrocarburos
2004,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,reacciones orgánicas
2004,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opcion A,hidrocarburos
2003,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,isomería
2003,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,reacciones orgánicas
2003,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,isomería
2003,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,reacciones orgánicas
2003,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opcion A,isomería
2002,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,reacciones orgánicas
2002,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,reacciones orgánicas
2002,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,isomería
2002,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,hidrocarburos
2002,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,reacciones orgánicas
2001,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,reacciones orgánicas
2001,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,hidrocarburos
2001,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2001,quimica,reactividad_organica,Reserva 3,Ejercicio 2 Opción A,hidrocarburos
2001,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,reacciones orgánicas
2001,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,hidrocarburos
2001,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción A,hidrocarburos
2000,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,reacciones orgánicas
2000,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2000,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción A,reacciones orgánicas
2000,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción B,hidrocarburos
2000,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,hidrocarburos
2025,quimica,redox,Julio,Ejercicio 3B,ajuste reacción redox (riqueza)
2025,quimica,redox,Junio,Ejercicio 5,ley de Faraday
2025,quimica,redox,Reserva 1,Ejercicio 3B,ajuste reacción redox (rendimiento)
2025,quimica,redox,Reserva 2,Ejercicio 2A,verdadero o falso
2025,quimica,redox,Reserva 2,Ejercicio 3A,ley de Faraday
2024,quimica,redox,Julio,Ejercicio C4,ajuste reacción redox (riqueza)
2024,quimica,redox,Junio,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2024,quimica,redox,Reserva 1,Ejercicio C4,ajuste reacción redox (riqueza)
2024,quimica,redox,Reserva 2,Ejercicio B4,pilas galvánicas
2024,quimica,redox,Reserva 2,Ejercicio C4,ajuste reacción redox (riqueza)
2024,quimica,redox,Reserva 3,Ejercicio B5,
2024,quimica,redox,Reserva 3,Ejercicio C2,ley de Faraday
2024,quimica,redox,Reserva 4,Ejercicio B5,pilas galvánicas
2024,quimica,redox,Reserva 4,Ejercicio C4,ley de Faraday
2023,quimica,redox,Julio,Ejercicio C4,ajuste reacción redox (riqueza)
2023,quimica,redox,Junio,Ejercicio B5,pilas galvánicas
2023,quimica,redox,Junio,Ejercicio C4,ley de Faraday
2023,quimica,redox,Reserva 1,Ejercicio B2,verdadero o falso
2023,quimica,redox,Reserva 1,Ejercicio C2,ley de Faraday
2023,quimica,redox,Reserva 2,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2023,quimica,redox,Reserva 3,Ejercicio B4,pilas galvánicas
2023,quimica,redox,Reserva 3,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2023,quimica,redox,Reserva 4,Ejercicio C4,ajuste reacción redox (riqueza)
2022,quimica,redox,Julio,Ejercicio B5,pilas galvánicas
2022,quimica,redox,Julio,Ejercicio C4,ley de Faraday
2022,quimica,redox,Junio,Ejercicio C4,ajuste reacción redox (riqueza)
2022,quimica,redox,Reserva 1,Ejercicio B4,pilas galvánicas
2022,quimica,redox,Reserva 1,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2022,quimica,redox,Reserva 2,Ejercicio C4,ajuste reacción redox (rendimiento)
2022,quimica,redox,Reserva 3,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2022,quimica,redox,Reserva 4,Ejercicio B5,pilas galvánicas
2022,quimica,redox,Reserva 4,Ejercicio C2,ley de Faraday
2021,quimica,redox,Julio,Ejercicio C4,ajuste reacción redox (riqueza)
2021,quimica,redox,Junio,Ejercicio C4,ajuste reacción redox (riqueza)
2021,quimica,redox,Reserva 1,Ejercicio B5,verdadero o falso
2021,quimica,redox,Reserva 1,Ejercicio C2,ley de Faraday
2021,quimica,redox,Reserva 2,Ejercicio B5,pilas galvánicas
2021,quimica,redox,Reserva 2,Ejercicio C4,ley de Faraday
2021,quimica,redox,Reserva 3,Ejercicio B4,verdadero o falso
2021,quimica,redox,Reserva 3,Ejercicio C4,ajuste reacción redox (riqueza)
2021,quimica,redox,Reserva 4,Ejercicio C4,ajuste reacción redox (rendimiento)
2020,quimica,redox,Junio,C4,ajuste reacción redox (reactivo limitante)
2020,quimica,redox,Reserva 1,Ejercicio B5,pilas galvánicas
2020,quimica,redox,Reserva 1,Ejercicio C4,ley de Faraday
2020,quimica,redox,Reserva 2,Ejercicio B4,pilas galvánicas
2020,quimica,redox,Reserva 2,Ejercicio C4,ajuste reacción redox (rendimiento)
2020,quimica,redox,Reserva 3,Ejercicio C4,ajuste reacción redox (riqueza)
2020,quimica,redox,Reserva 4,Ejercicio B6,pilas galvánicas
2020,quimica,redox,Reserva 4,Ejercicio C4,ajuste reacción redox (reactivo limitante)
2020,quimica,redox,Septiembre,Ejercicio C2,ley de Faraday
2019,quimica,redox,Junio,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2019,quimica,redox,Reserva 1,Ejercicio 6 Opción A,ajuste reacción redox (rendimiento)
2019,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2019,quimica,redox,Reserva 2,Ejercicio 6 Opción A,ley de Faraday
2019,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2019,quimica,redox,Reserva 3,Ejercicio 4 Opción A,pilas galvánicas
2019,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2019,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2019,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (rendimiento)
2019,quimica,redox,Septiembre,Ejercicio 6 Opción A,ajuste reacción redox (rendimiento)
2019,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2018,quimica,redox,Junio,Ejercicio 3 Opción A,pilas galvánicas
2018,quimica,redox,Junio,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2018,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2018,quimica,redox,Reserva 2,Ejercicio 6 Opción A,ajuste reacción redox (reactivo limitante)
2018,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ley de Faraday
2018,quimica,redox,Reserva 3,Ejercicio 6 Opción A,ajuste reacción redox (riqueza)
2018,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2018,quimica,redox,Reserva 4,Ejercicio 4 Opcion A,pilas galvánicas
2018,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2018,quimica,redox,Septiembre,Ejercicio 6 Opción A,ley de Faraday
2018,quimica,redox,Septiembre,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2017,quimica,redox,Junio,Ejercicio 3 Opción A,pilas galvánicas
2017,quimica,redox,Junio,Ejercicio 6 Opción B,ajuste reacción redox (rendimiento)
2017,quimica,redox,Reserva 1,Ejercicio 6 Opción A,ajuste reacción redox (reactivo limitante)
2017,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2017,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2017,quimica,redox,Reserva 3,Ejercicio 4 Opción A,pilas galvánicas
2017,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2017,quimica,redox,Reserva 4,Ejercicio 6 Opción A,ley de Faraday
2017,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2017,quimica,redox,Septiembre,Ejercicio 6 Opción A,ajuste reacción redox (reactivo limitante)
2017,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2016,quimica,redox,Junio,Ejercicio 3 Opción A,pilas galvánicas
2016,quimica,redox,Junio,Ejercicio 6 Opción B,ley de Faraday
2016,quimica,redox,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2016,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2016,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2016,quimica,redox,Reserva 3,Ejercicio 3 Opción B,pilas galvánicas
2016,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2015,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2015,quimica,redox,Reserva 1,Ejercicio 3 Opción A,pilas galvánicas
2015,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2015,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2015,quimica,redox,Reserva 3,Ejercicio 3 Opción B,pilas galvánicas
2015,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ley de Faraday
2015,quimica,redox,Septiembre,Ejercicio 3 Opción A,pilas galvánicas
2015,quimica,redox,Septiembre,Ejercicio 5 Opción B,ajuste reacción redox (reactivo limitante)
2014,quimica,redox,Junio,Ejercicio 6 Opción B,ley de Faraday
2014,quimica,redox,Reserva 1,Ejercicio 3 Opción B,pilas galvánicas
2014,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2014,quimica,redox,Reserva 3,Ejercicio 3 Opción A,pilas galvánicas
2014,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2014,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2014,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2014,quimica,redox,Septiembre,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2013,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2013,quimica,redox,Reserva 1,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2013,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ley de Faraday
2013,quimica,redox,Reserva 3,Ejercicio 3 Opción B,pilas galvánicas
2013,quimica,redox,Reserva 4,Ejercicio 3 Opcion A,pilas galvánicas
2013,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2013,quimica,redox,Septiembre,Ejercicio 3 Opción A,
2013,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2012,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2012,quimica,redox,Reserva 1,Ejercicio 3 Opción A,
2012,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2012,quimica,redox,Reserva 2,Ejercicio 3 Opción B,pilas galvánicas
2012,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2012,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2012,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2012,quimica,redox,Septiembre,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2011,quimica,redox,Junio,Ejercicio 3 Opción B,pilas galvánicas
2011,quimica,redox,Reserva 1,Ejercicio 5 Opción A,ajuste reacción redox (rendimiento)
2011,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2011,quimica,redox,Reserva 3,Ejercicio 3 Opción A,pilas galvánicas
2011,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2011,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ley de Faraday
2011,quimica,redox,Septiembre,Ejercicio 3 Opción A,pilas galvánicas
2011,quimica,redox,Septiembre,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2010,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2010,quimica,redox,Reserva 1,Ejercicio 3 Opción A,pilas galvánicas
2010,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2010,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2010,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2010,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2010,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2010,quimica,redox,Septiembre,Ejercicio 3 Opción B,
2009,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2009,quimica,redox,Reserva 1,Ejercicio 3 Opción B,pilas galvánicas
2009,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2009,quimica,redox,Reserva 3,Ejercicio 3 Opcion A,pilas galvánicas
2009,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2009,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2009,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2009,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2008,quimica,redox,Junio,Ejercicio 3 Opción A,pilas galvánicas
2008,quimica,redox,Junio,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2008,quimica,redox,Reserva 1,Ejercicio 3 Opción A,
2008,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2008,quimica,redox,Reserva 2,Ejercicio 3 Opción B,
2008,quimica,redox,Reserva 3,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2008,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ley de Faraday
2008,quimica,redox,Septiembre,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2007,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2007,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2007,quimica,redox,Reserva 2,Ejercicio 3 Opción A,
2007,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ley de Faraday
2007,quimica,redox,Reserva 3,Ejercicio 3 Opción A,verdadero o falso
2007,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2007,quimica,redox,Reserva 4,Ejercicio 3 Opción B,pilas galvánicas
2007,quimica,redox,Septiembre,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2006,quimica,redox,Junio,Ejercicio 3 Opción A,verdadero o falso
2006,quimica,redox,Junio,Ejercicio 6 Opción B,ley de Faraday
2006,quimica,redox,Reserva 1,Ejercicio 3 Opcion A,verdadero o falso
2006,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ajuste reacción redox (riqueza)
2006,quimica,redox,Reserva 2,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2006,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2006,quimica,redox,Reserva 4,Ejercicio 3 Opción B,pilas galvánicas
2006,quimica,redox,Septiembre,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2005,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2005,quimica,redox,Reserva 1,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2005,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ley de Faraday
2005,quimica,redox,Reserva 3,Ejercicio 3 Opción A,pilas galvánicas
2005,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2005,quimica,redox,Reserva 4,Ejercicio 6 Opción A,ley de Faraday
2005,quimica,redox,Reserva 4,Ejercicio 3 Opción B,verdadero o falso
2005,quimica,redox,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2004,quimica,redox,Junio,Ejercicio 5 Opción A,ajuste reacción redox (riqueza)
2004,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2004,quimica,redox,Reserva 2,Ejercicio 6 Opción A,ley de Faraday
2004,quimica,redox,Reserva 2,Ejercicio 3 Opción B,
2004,quimica,redox,Reserva 3,Ejercicio 3 Opción A,pilas galvánicas
2004,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2004,quimica,redox,Reserva 4,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2004,quimica,redox,Septiembre,Ejercicio 3 Opción B,pilas galvánicas
2003,quimica,redox,Junio,Ejercicio 3 Opción A,verdadero o falso
2003,quimica,redox,Junio,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2003,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2003,quimica,redox,Reserva 2,Ejercicio 3 Opcion A,pilas galvánicas
2003,quimica,redox,Reserva 2,Ejercicio 6 Opción B,ley de Faraday
2003,quimica,redox,Reserva 3,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2003,quimica,redox,Reserva 4,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2003,quimica,redox,Septiembre,Ejercicio 3 Opción B,verdadero o falso
2002,quimica,redox,Junio,Ejercicio 3 Opción B,
2002,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2002,quimica,redox,Reserva 2,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2002,quimica,redox,Reserva 3,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2002,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2002,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2002,quimica,redox,Septiembre,Ejercicio 3 Opcion A,
2002,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2001,quimica,redox,Junio,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2001,quimica,redox,Reserva 1,Ejercicio 6 Opción B,ley de Faraday
2001,quimica,redox,Reserva 2,Ejercicio 5 Opcion A,ajuste reacción redox (reactivo limitante)
2001,quimica,redox,Reserva 3,Ejercicio 3 Opción A,
2001,quimica,redox,Reserva 3,Ejercicio 6 Opción B,ley de Faraday
2001,quimica,redox,Reserva 4,Ejercicio 3 Opción A,pilas galvánicas
2001,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ajuste reacción redox (reactivo limitante)
2001,quimica,redox,Septiembre,Ejercicio 6 Opcióon A,ley de Faraday
2001,quimica,redox,Septiembre,Ejercicio 3 Opción B,pilas galvánicas
2000,quimica,redox,Junio,Ejercicio 6 Opción A,ajuste reacción redox (reactivo limitante)
2000,quimica,redox,Reserva 1,Ejercicio 5 Opción B,ajuste reacción redox (reactivo limitante)
2000,quimica,redox,Reserva 2,Ejercicio 5 Opción A,ajuste reacción redox (reactivo limitante)
2000,quimica,redox,Reserva 3,Ejercicio 3 Opción A,pilas galvánicas
2000,quimica,redox,Reserva 4,Ejercicio 3 Opcion A,
2000,quimica,redox,Reserva 4,Ejercicio 6 Opción B,ley de Faraday
2000,quimica,redox,Septiembre,Ejercicio 3 Opción A,pilas galvánicas
2000,quimica,redox,Septiembre,Ejercicio 6 Opción B,ley de Faraday
2025,quimica,solubilidad,Julio,Ejercicio 2B,efecto del ion común teórico
2024,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2024,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2022,quimica,solubilidad,Julio,Ejercicio C2,formación de precipitado
2022,quimica,solubilidad,Junio,Ejercicio B6,efecto del ion común teórico
2022,quimica,solubilidad,Junio,C2,cálculo de la solubilidad (efecto ion común)
2022,quimica,solubilidad,Reserva 1,Ejercicio B5,cuestiones teóricas
2022,quimica,solubilidad,Reserva 1,Ejercicio C2,cálculo de la solubilidad (efecto ion común)
2022,quimica,solubilidad,Reserva 2,Ejercicio C2,cálculo de la solubilidad o el producto de solubilidad
2022,quimica,solubilidad,Reserva 3,Ejercicio C2,formación de precipitado
2022,quimica,solubilidad,Reserva 4,Ejercicio C4,formación de precipitado
2022,quimica,solubilidad,Julio,Ejercicio C2,formación de precipitado
2022,quimica,solubilidad,Junio,Ejercicio B6,efecto del ion común teórico
